                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                 1.1567,                0.75706,                 1.3006,                0.97692,                0.96193,                0.98902,                0.67778,                0.96826,                 0.5544,                 1.0147,               0.001109,               0.001109,               0.001109
                     47,                 1.1529,                0.75183,                 1.2871,                0.97456,                0.94318,                0.98495,                0.70182,                 0.9101,                0.54634,                0.98394,              0.0010892,              0.0010892,              0.0010892
                     48,                  1.147,                0.74794,                 1.2906,                 0.9643,                0.97727,                0.99158,                0.69683,                0.91327,                0.60026,                0.98612,              0.0010694,              0.0010694,              0.0010694
                     49,                 1.1591,                0.74142,                 1.2979,                0.94364,                0.97727,                0.97799,                0.65283,                0.98882,                0.67415,                  1.045,              0.0010496,              0.0010496,              0.0010496
                     50,                 1.1422,                0.73393,                 1.2938,                0.96607,                0.97073,                0.99142,                0.69028,                0.94482,                0.51168,                0.98314,              0.0010298,              0.0010298,              0.0010298
                     51,                 1.1192,                0.70227,                 1.2707,                0.93032,                0.95455,                0.95938,                 0.6491,                0.93095,                 0.7831,                0.99487,                0.00101,                0.00101,                0.00101
                     52,                 1.1082,                0.71274,                 1.2718,                0.92471,                0.97693,                0.97841,                  0.708,                 0.9384,                0.47208,                 0.9975,              0.0009902,              0.0009902,              0.0009902
                     53,                 1.1515,                0.72405,                 1.2848,                0.94468,                0.98864,                0.98876,                0.70807,                0.91979,                0.70651,                0.98242,              0.0009704,              0.0009704,              0.0009704
                     54,                 1.0972,                0.72751,                 1.2471,                0.94298,                0.98864,                 0.9876,                0.71151,                0.94662,                0.56585,                 1.0006,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.1361,                0.72697,                 1.2793,                0.95384,                0.97727,                0.98569,                0.68223,                0.97245,                0.56779,                 1.0099,              0.0009308,              0.0009308,              0.0009308
                     56,                 1.1286,                0.69378,                  1.272,                0.99857,                0.95455,                0.99325,                0.69968,                 0.9698,                0.52704,                 1.0239,               0.000911,               0.000911,               0.000911
                     57,                 1.1166,                0.71322,                 1.2692,                0.97679,                0.95653,                0.99255,                0.69864,                 0.9634,                0.50801,                 1.0031,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.1072,                0.71361,                  1.263,                0.94859,                0.98864,                 0.9917,                0.68103,                 0.9809,                 0.4959,                 1.0077,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.0907,                0.68868,                 1.2606,                0.97695,                0.96309,                0.99235,                0.71316,                0.95348,                0.48087,                0.99944,              0.0008516,              0.0008516,              0.0008516
                     60,                 1.0986,                0.67617,                 1.2394,                0.97818,                0.95455,                0.99108,                0.72262,                0.90088,                0.41444,                0.96835,              0.0008318,              0.0008318,              0.0008318
                     61,                 1.0814,                0.67939,                 1.2567,                0.97771,                0.99699,                0.99365,                0.72186,                0.95185,                0.60118,                 1.0082,               0.000812,               0.000812,               0.000812
                     62,                 1.0827,                0.69644,                 1.2366,                0.97753,                      1,                0.99263,                0.72541,                0.92175,                0.52499,                0.97145,              0.0007922,              0.0007922,              0.0007922
                     63,                 1.0697,                0.67716,                 1.2316,                0.97742,                0.98864,                0.99288,                0.72759,                0.92998,                0.47096,                0.96963,              0.0007724,              0.0007724,              0.0007724
                     64,                 1.0824,                0.65446,                 1.2265,                0.97288,                0.96591,                0.98562,                0.71662,                0.90311,                0.45822,                0.96701,              0.0007526,              0.0007526,              0.0007526
                     65,                 1.0514,                0.64674,                 1.2335,                0.98876,                0.99956,                0.99309,                0.70641,                0.92923,                0.54957,                0.98287,              0.0007328,              0.0007328,              0.0007328
                     66,                 1.0501,                0.63749,                 1.2482,                0.96617,                0.98864,                0.99322,                0.71377,                 0.9158,                0.48263,                0.95959,               0.000713,               0.000713,               0.000713
                     67,                  1.071,                  0.663,                 1.2457,                0.97679,                      1,                0.99061,                0.71388,                0.92337,                0.49854,                0.98609,              0.0006932,              0.0006932,              0.0006932
                     68,                 1.0239,                0.62726,                 1.2206,                0.96373,                0.97727,                0.99075,                0.71345,                0.95321,                0.43873,                0.97924,              0.0006734,              0.0006734,              0.0006734
                     69,                 1.0505,                0.64872,                 1.2245,                 0.9741,                0.97727,                0.99315,                0.69352,                0.96577,                0.48334,                0.99793,              0.0006536,              0.0006536,              0.0006536
                     70,                 1.0287,                0.61621,                 1.2228,                0.97795,                0.98864,                0.99275,                0.71401,                0.91566,                0.49296,                0.96207,              0.0006338,              0.0006338,              0.0006338
                     71,                 1.0656,                0.64391,                  1.244,                0.96188,                      1,                0.99259,                0.72378,                0.88604,                0.59599,                0.97486,               0.000614,               0.000614,               0.000614
                     72,                 1.0238,                0.64364,                 1.2141,                0.96794,                0.96591,                0.98702,                0.71329,                0.94517,                0.48707,                 0.9985,              0.0005942,              0.0005942,              0.0005942
                     73,                 1.0087,                0.62757,                 1.2032,                0.98486,                0.97727,                0.99423,                0.73262,                 0.8803,                0.49079,                0.95358,              0.0005744,              0.0005744,              0.0005744
                     74,                   1.03,                0.61164,                 1.2068,                0.95885,                      1,                  0.994,                 0.7282,                0.84584,                0.45715,                0.92937,              0.0005546,              0.0005546,              0.0005546
                     75,                 1.0234,                0.61763,                 1.2172,                0.94681,                0.98864,                0.99278,                0.72924,                0.85289,                0.44916,                0.93663,              0.0005348,              0.0005348,              0.0005348
                     76,                  1.024,                0.62798,                 1.2246,                0.97421,                      1,                0.99263,                0.72339,                 0.8836,                0.45996,                0.96073,               0.000515,               0.000515,               0.000515
                     77,                0.97369,                0.59529,                 1.1728,                0.98751,                      1,                0.99376,                0.72173,                0.89762,                0.44201,                0.95572,              0.0004952,              0.0004952,              0.0004952
                     78,                  1.001,                0.60442,                 1.2002,                0.97478,                      1,                0.99331,                0.72181,                0.91032,                0.42614,                0.95845,              0.0004754,              0.0004754,              0.0004754
                     79,                0.96975,                0.58521,                 1.1884,                0.96699,                0.99871,                  0.994,                 0.7202,                0.92585,                 0.4395,                0.98619,              0.0004556,              0.0004556,              0.0004556
                     80,                0.97413,                0.57835,                 1.1714,                0.96378,                      1,                0.99388,                 0.7356,                0.86973,                0.40839,                0.94906,              0.0004358,              0.0004358,              0.0004358
                     81,                0.95954,                0.57765,                 1.1769,                0.97145,                      1,                0.99259,                0.74059,                0.83317,                0.42621,                0.92706,               0.000416,               0.000416,               0.000416
                     82,                0.96275,                0.58938,                 1.1808,                0.98875,                0.99904,                0.99433,                0.72897,                0.91313,                0.43488,                0.97866,              0.0003962,              0.0003962,              0.0003962
                     83,                0.97609,                0.61484,                 1.1821,                0.98621,                      1,                0.99466,                0.73343,                0.90141,                0.41836,                0.97664,              0.0003764,              0.0003764,              0.0003764
                     84,                0.96053,                0.56766,                 1.1799,                0.98835,                      1,                0.99455,                0.73402,                0.89395,                0.41804,                0.95386,              0.0003566,              0.0003566,              0.0003566
                     85,                0.96333,                0.57133,                  1.171,                0.98933,                0.98864,                0.99489,                0.73886,                0.89376,                0.42849,                0.95211,              0.0003368,              0.0003368,              0.0003368
                     86,                 0.9531,                0.56237,                 1.1699,                0.98563,                      1,                0.99388,                0.73803,                0.92333,                0.43179,                0.96415,               0.000317,               0.000317,               0.000317
                     87,                0.94634,                0.57246,                 1.1604,                 0.9876,                      1,                0.99298,                0.74636,                0.91687,                0.40534,                0.95831,              0.0002972,              0.0002972,              0.0002972
                     88,                0.92159,                0.54923,                 1.1462,                0.99632,                      1,                  0.995,                0.74195,                0.88954,                0.42073,                0.96034,              0.0002774,              0.0002774,              0.0002774
                     89,                0.91471,                0.53225,                 1.1324,                0.98628,                0.98864,                0.99349,                0.73912,                0.90924,                0.42347,                0.97851,              0.0002576,              0.0002576,              0.0002576
                     90,                0.92489,                0.55914,                 1.1529,                0.97776,                0.99905,                0.99317,                0.73855,                 0.8892,                0.39431,                0.94762,              0.0002378,              0.0002378,              0.0002378
                     91,                0.83285,                0.41253,                 1.1173,                0.98411,                0.97727,                0.99358,                0.72183,                0.91565,                0.46838,                0.97613,               0.000218,               0.000218,               0.000218
                     92,                0.81749,                0.39769,                 1.0978,                0.98654,                0.98864,                0.98986,                0.72939,                0.98553,                0.43735,                 1.0522,              0.0001982,              0.0001982,              0.0001982
                     93,                0.81235,                0.40436,                 1.0798,                0.99361,                0.98864,                0.99478,                0.73861,                0.92663,                  0.426,                0.99009,              0.0001784,              0.0001784,              0.0001784
                     94,                 0.7886,                 0.3804,                 1.0657,                      1,                 0.9986,                  0.995,                 0.7285,                0.95707,                0.43211,                 1.0064,              0.0001586,              0.0001586,              0.0001586
                     95,                0.81763,                0.40008,                 1.0996,                0.99455,                      1,                  0.995,                0.73007,                0.93055,                0.41195,                0.98585,              0.0001388,              0.0001388,              0.0001388
                     96,                0.81868,                0.39723,                 1.1014,                0.99807,                      1,                  0.995,                0.74381,                 0.9344,                0.43345,                0.99606,               0.000119,               0.000119,               0.000119
                     97,                0.80018,                0.38301,                 1.0821,                0.99147,                0.98864,                0.99489,                 0.7361,                0.93463,                0.42502,                0.99361,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.76659,                0.37287,                 1.0616,                0.98926,                0.98864,                0.99489,                0.73869,                0.93512,                 0.4093,                0.98753,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.77809,                0.37933,                 1.0627,                 0.9887,                0.99392,                0.99478,                0.73967,                0.94112,                0.41476,                0.99562,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.75964,                 0.3753,                 1.0702,                0.98617,                      1,                0.99478,                0.73932,                  0.937,                0.40535,                0.99585,               3.98e-05,               3.98e-05,               3.98e-05
