                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                 1.3525,                0.91088,                  1.452,                0.94617,                 0.9988,                0.99064,                0.65108,                 1.0403,                0.61747,                  1.054,              0.0011288,              0.0011288,              0.0011288
                     46,                 1.3256,                0.91757,                 1.4421,                 0.9773,                0.93182,                0.98857,                0.63205,                 1.0279,                 0.6579,                 1.0548,               0.001109,               0.001109,               0.001109
                     47,                 1.3123,                0.91434,                 1.4298,                0.97634,                0.92045,                0.98184,                0.60609,                 1.0927,                0.61886,                    1.1,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.3318,                0.93225,                 1.4469,                0.98842,                0.96998,                0.98782,                0.62256,                 1.1149,                0.60701,                 1.1077,              0.0010694,              0.0010694,              0.0010694
                     49,                  1.294,                0.86769,                 1.4011,                0.95192,                0.93182,                0.97811,                0.66628,                 1.0619,                 0.6247,                 1.0805,              0.0010496,              0.0010496,              0.0010496
                     50,                 1.3361,                0.88378,                 1.4509,                0.92291,                0.90909,                0.95327,                0.62567,                 1.1135,                0.71717,                  1.175,              0.0010298,              0.0010298,              0.0010298
                     51,                 1.3173,                0.89724,                 1.4314,                0.99994,                0.93182,                0.98212,                 0.6714,                 1.0838,                0.58577,                 1.0716,                0.00101,                0.00101,                0.00101
                     52,                 1.2854,                0.88239,                 1.3982,                0.96463,                0.92986,                0.97332,                0.67552,                 1.0192,                0.59557,                 1.0581,              0.0009902,              0.0009902,              0.0009902
                     53,                 1.2938,                0.86195,                 1.4188,                0.95737,                0.93182,                0.97551,                0.65726,                 1.0186,                0.65116,                  1.068,              0.0009704,              0.0009704,              0.0009704
                     54,                 1.2524,                0.82992,                 1.3892,                 0.9331,                0.95096,                0.98182,                0.68118,                 1.0251,                0.58852,                  1.056,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.3036,                0.86873,                 1.4078,                      1,                0.94071,                0.98897,                0.69927,                0.98256,                0.69304,                 1.0181,              0.0009308,              0.0009308,              0.0009308
                     56,                 1.2858,                 0.8484,                  1.397,                0.98215,                0.93182,                0.98355,                0.67258,                 1.0266,                 0.5601,                 1.0478,               0.000911,               0.000911,               0.000911
                     57,                 1.2856,                0.85956,                 1.4246,                0.97507,                0.94318,                0.98289,                0.68437,                0.93925,                0.57859,                 0.9998,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.2771,                0.83992,                 1.4043,                0.98952,                0.90909,                0.98704,                0.68554,                0.94305,                0.63578,                 1.0252,              0.0008714,              0.0008714,              0.0008714
