                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     38,                 1.1292,                0.71895,                 1.2148,                0.96414,                 0.9558,                0.98184,                0.66408,                 1.1753,                0.57631,                  1.228,             0.00081685,             0.00081685,             0.00081685
                     39,                 1.1139,                0.71576,                 1.2079,                0.94725,                 0.9558,                0.97998,                0.62284,                  1.282,                0.58899,                 1.2872,              0.0008119,              0.0008119,              0.0008119
                     40,                   1.09,                0.68316,                 1.1908,                0.95429,                0.92265,                0.97516,                 0.6656,                 1.1809,                0.56709,                 1.2333,             0.00080695,             0.00080695,             0.00080695
                     41,                 1.1285,                0.69039,                 1.2059,                0.95203,                0.94475,                 0.9766,                0.63786,                 1.2056,                0.61363,                  1.245,               0.000802,               0.000802,               0.000802
                     42,                    1.1,                0.68976,                 1.1935,                0.97192,                0.95613,                0.98858,                0.67496,                  1.184,                0.56061,                 1.2491,             0.00079705,             0.00079705,             0.00079705
                     43,                 1.1394,                0.68673,                 1.2114,                0.94699,                0.93923,                0.98289,                0.63932,                 1.2387,                0.59935,                 1.2678,              0.0007921,              0.0007921,              0.0007921
                     44,                  1.101,                0.71419,                 1.1985,                0.96959,                 0.9558,                0.98284,                0.69419,                 1.1525,                0.57303,                 1.1886,             0.00078715,             0.00078715,             0.00078715
                     45,                   1.13,                0.71459,                 1.1959,                0.95024,                 0.9558,                0.97019,                0.66854,                 1.1892,                0.55572,                 1.1796,              0.0007822,              0.0007822,              0.0007822
                     46,                 1.0979,                 0.6984,                  1.194,                 0.9771,                 0.9431,                0.97659,                0.64189,                 1.1939,                0.56822,                 1.2199,             0.00077725,             0.00077725,             0.00077725
                     47,                 1.0783,                0.68284,                 1.1906,                0.94081,                 0.9337,                0.97098,                0.65009,                 1.1864,                0.56148,                 1.2239,              0.0007723,              0.0007723,              0.0007723
                     48,                 1.0915,                0.67938,                 1.1912,                0.92935,                 0.9337,                0.96537,                0.63736,                 1.2048,                0.55941,                 1.2185,             0.00076735,             0.00076735,             0.00076735
                     49,                  1.087,                0.68245,                 1.1999,                0.96651,                0.95672,                 0.9805,                0.65006,                 1.2098,                0.57048,                 1.2519,              0.0007624,              0.0007624,              0.0007624
                     50,                 1.0994,                0.67195,                 1.1953,                0.99418,                0.94308,                0.97691,                0.65301,                  1.238,                0.58331,                 1.2621,             0.00075745,             0.00075745,             0.00075745
                     51,                 1.0679,                0.66803,                 1.1854,                0.97491,                 0.9337,                0.96878,                 0.6523,                 1.2283,                0.57682,                 1.2488,              0.0007525,              0.0007525,              0.0007525
                     52,                 1.0595,                0.64945,                 1.1681,                0.96012,                0.95028,                0.97394,                0.66478,                 1.1923,                0.54757,                 1.2302,             0.00074755,             0.00074755,             0.00074755
                     53,                 1.0684,                0.64095,                 1.1735,                0.96276,                0.93923,                0.97188,                0.65474,                 1.2072,                0.56636,                 1.2419,              0.0007426,              0.0007426,              0.0007426
                     54,                 1.0293,                0.62467,                 1.1514,                0.97047,                0.90773,                0.96948,                  0.648,                 1.1945,                0.58131,                 1.2458,             0.00073765,             0.00073765,             0.00073765
                     55,                 1.0301,                0.63846,                 1.1608,                0.96399,                0.96133,                0.98087,                0.66451,                 1.1832,                0.53255,                 1.2376,              0.0007327,              0.0007327,              0.0007327
                     56,                 1.0631,                0.65735,                 1.1765,                0.97713,                0.96133,                0.98557,                0.65404,                 1.1914,                0.52243,                 1.2541,             0.00072775,             0.00072775,             0.00072775
                     57,                 1.0358,                0.62124,                 1.1563,                0.97738,                 0.9551,                 0.9791,                0.66178,                 1.2126,                 0.5547,                 1.2714,              0.0007228,              0.0007228,              0.0007228
                     58,                 1.0649,                0.63318,                 1.1746,                0.95081,                0.96118,                0.97488,                0.68062,                 1.1927,                0.52905,                 1.2398,             0.00071785,             0.00071785,             0.00071785
                     59,                 1.0437,                0.65312,                 1.1767,                0.96913,                 0.9558,                0.97927,                0.67822,                 1.1717,                0.55961,                 1.2552,              0.0007129,              0.0007129,              0.0007129
                     60,                 1.0484,                0.60015,                  1.154,                  0.994,                0.96685,                0.98453,                 0.6758,                 1.1383,                0.50237,                 1.2159,             0.00070795,             0.00070795,             0.00070795
                     61,                 1.0418,                0.61016,                 1.1649,                0.97109,                0.96133,                0.98136,                0.67321,                 1.1744,                0.51441,                 1.1914,               0.000703,               0.000703,               0.000703
                     62,                 1.0381,                0.62226,                 1.1672,                0.98855,                0.95441,                0.98546,                0.67682,                 1.1906,                0.51647,                 1.1989,             0.00069805,             0.00069805,             0.00069805
                     63,                 1.0064,                0.62137,                 1.1467,                0.98261,                 0.9365,                0.97989,                0.63682,                 1.2427,                0.55349,                  1.257,              0.0006931,              0.0006931,              0.0006931
                     64,                 1.0104,                0.62678,                 1.1413,                0.94334,                0.90608,                 0.9561,                0.62263,                 1.2681,                0.60244,                  1.302,             0.00068815,             0.00068815,             0.00068815
                     65,                 1.0125,                0.60327,                 1.1535,                0.94837,                0.94475,                0.97569,                0.65258,                 1.1832,                 0.5686,                 1.2369,              0.0006832,              0.0006832,              0.0006832
                     66,                0.96079,                 0.6055,                 1.1339,                0.97362,                0.96133,                0.97791,                0.66869,                 1.2202,                0.55138,                 1.2475,             0.00067825,             0.00067825,             0.00067825
                     67,                 1.0028,                0.62402,                 1.1566,                0.96168,                0.97053,                0.97851,                0.66708,                 1.1926,                 0.5198,                 1.2357,              0.0006733,              0.0006733,              0.0006733
                     68,                 1.0032,                0.60725,                 1.1305,                0.97067,                0.96133,                0.98146,                0.68495,                 1.1302,                0.50765,                 1.1844,             0.00066835,             0.00066835,             0.00066835
                     69,                0.99672,                0.60261,                 1.1424,                0.95379,                0.97238,                 0.9818,                0.67742,                 1.1782,                0.51268,                 1.1902,              0.0006634,              0.0006634,              0.0006634
                     70,                0.98679,                0.58854,                 1.1303,                 0.9648,                0.96133,                0.98371,                0.67596,                 1.1639,                0.50267,                  1.208,             0.00065845,             0.00065845,             0.00065845
                     71,                0.96701,                0.60299,                 1.1259,                0.97247,                0.94475,                0.98635,                0.68201,                 1.1804,                0.50783,                 1.2232,              0.0006535,              0.0006535,              0.0006535
                     72,                0.98499,                0.58007,                 1.1315,                0.95538,                0.94645,                0.97639,                0.66858,                 1.1838,                0.53055,                 1.2309,             0.00064855,             0.00064855,             0.00064855
                     73,                0.98577,                0.59573,                 1.1231,                0.96594,                 0.9558,                0.97259,                 0.6642,                 1.2055,                0.53622,                 1.2418,              0.0006436,              0.0006436,              0.0006436
                     74,                 1.0365,                0.63598,                 1.1595,                0.98357,                0.94475,                   0.98,                0.67797,                 1.1693,                0.51616,                 1.2047,             0.00063865,             0.00063865,             0.00063865
                     75,                0.99851,                0.60725,                  1.145,                0.94113,                 0.9715,                0.97875,                0.66216,                 1.2165,                0.53565,                 1.2403,              0.0006337,              0.0006337,              0.0006337
                     76,                 1.0208,                 0.5909,                 1.1519,                0.98253,                0.93923,                0.98264,                 0.6911,                 1.1658,                0.51163,                 1.1904,             0.00062875,             0.00062875,             0.00062875
                     77,                 1.0066,                0.59659,                 1.1297,                0.99789,                0.94475,                0.98656,                0.69524,                 1.1428,                0.49486,                 1.1874,              0.0006238,              0.0006238,              0.0006238
                     78,                0.97046,                0.57155,                 1.1133,                0.96916,                0.92265,                0.98011,                0.65373,                 1.2017,                0.51811,                 1.2277,             0.00061885,             0.00061885,             0.00061885
                     79,                0.96969,                0.57562,                 1.1133,                0.97123,                0.93253,                0.97443,                0.65632,                 1.2033,                 0.5287,                 1.2243,              0.0006139,              0.0006139,              0.0006139
                     80,                0.97915,                0.58275,                 1.1248,                0.96908,                0.95028,                0.98007,                0.66611,                 1.1826,                 0.5054,                 1.1927,             0.00060895,             0.00060895,             0.00060895
                     81,                0.97395,                  0.592,                 1.1228,                 0.9771,                0.94289,                0.97819,                 0.6686,                 1.1606,                  0.512,                 1.1926,               0.000604,               0.000604,               0.000604
                     82,                0.96319,                0.57558,                 1.1127,                0.97763,                0.97238,                0.98938,                0.66008,                 1.1853,                0.50284,                 1.2476,             0.00059905,             0.00059905,             0.00059905
                     83,                0.97425,                0.57462,                 1.1189,                0.98293,                0.95414,                0.98499,                0.68094,                 1.1645,                0.50948,                 1.2307,              0.0005941,              0.0005941,              0.0005941
                     84,                0.96532,                0.57643,                 1.1266,                0.98716,                 0.9558,                0.98431,                0.66555,                 1.1664,                 0.5009,                 1.2255,             0.00058915,             0.00058915,             0.00058915
                     85,                0.95229,                0.55572,                 1.1152,                0.97128,                 0.9558,                0.98191,                0.69743,                 1.1547,                0.51929,                 1.2338,              0.0005842,              0.0005842,              0.0005842
                     86,                0.92789,                0.53976,                 1.1115,                0.98038,                0.95028,                  0.982,                 0.6809,                 1.2083,                0.48904,                 1.2311,             0.00057925,             0.00057925,             0.00057925
                     87,                0.93614,                0.55621,                 1.1012,                0.98935,                0.94475,                0.99054,                 0.6967,                 1.1315,                0.47874,                 1.2184,              0.0005743,              0.0005743,              0.0005743
                     88,                0.97199,                0.57957,                 1.1259,                0.97292,                 0.9558,                0.98949,                0.68207,                 1.1525,                0.48857,                 1.2132,             0.00056935,             0.00056935,             0.00056935
                     89,                0.92076,                0.55964,                  1.124,                0.98696,                0.94475,                0.98468,                 0.6708,                 1.1427,                0.49782,                 1.2106,              0.0005644,              0.0005644,              0.0005644
                     90,                 0.9472,                0.56241,                 1.1095,                0.96675,                0.96369,                0.97579,                0.68407,                 1.1502,                 0.4813,                 1.1979,             0.00055945,             0.00055945,             0.00055945
                     91,                0.91841,                0.54809,                 1.1013,                0.98857,                0.95571,                0.98792,                0.68721,                  1.158,                0.47967,                 1.1979,              0.0005545,              0.0005545,              0.0005545
                     92,                0.92432,                0.53552,                 1.1017,                 0.9943,                 0.9646,                0.98587,                0.68073,                 1.1696,                0.47806,                 1.2124,             0.00054955,             0.00054955,             0.00054955
                     93,                0.92501,                0.53171,                 1.0997,                0.98985,                 0.9558,                0.99021,                0.68012,                 1.1715,                0.48588,                 1.2171,              0.0005446,              0.0005446,              0.0005446
                     94,                0.92155,                0.54292,                 1.1009,                0.97398,                0.97238,                0.97965,                0.66331,                  1.178,                0.48497,                 1.2109,             0.00053965,             0.00053965,             0.00053965
                     95,                0.93213,                0.54668,                 1.1049,                0.96697,                0.97037,                0.98431,                 0.6536,                 1.2125,                0.48818,                 1.2458,              0.0005347,              0.0005347,              0.0005347
                     96,                0.89274,                0.51953,                 1.0907,                0.97534,                0.96685,                0.98785,                0.67204,                 1.1938,                0.48992,                 1.2254,             0.00052975,             0.00052975,             0.00052975
                     97,                  0.914,                0.54048,                 1.0913,                0.97019,                0.95028,                0.97665,                0.67275,                 1.1799,                0.49222,                 1.2342,              0.0005248,              0.0005248,              0.0005248
                     98,                0.91155,                0.53806,                  1.104,                0.97234,                0.97118,                0.98242,                0.67601,                 1.1439,                0.49455,                 1.1894,             0.00051985,             0.00051985,             0.00051985
                     99,                0.89767,                0.53261,                 1.0893,                0.94575,                0.96319,                0.97364,                0.68837,                 1.1317,                0.49965,                 1.1921,              0.0005149,              0.0005149,              0.0005149
                    100,                0.89247,                0.53403,                 1.0885,                0.96126,                0.95957,                0.97725,                0.68776,                 1.1241,                0.47396,                 1.1871,             0.00050995,             0.00050995,             0.00050995
                    101,                0.90763,                0.53376,                 1.0947,                0.98876,                0.97185,                0.98418,                0.69467,                 1.1328,                0.47942,                 1.1971,               0.000505,               0.000505,               0.000505
                    102,                0.90259,                0.51639,                  1.097,                0.96669,                0.96194,                0.97559,                0.68211,                 1.1583,                0.50214,                 1.1979,             0.00050005,             0.00050005,             0.00050005
                    103,                0.87742,                0.52059,                  1.074,                0.95989,                 0.9558,                0.97357,                0.68318,                  1.123,                0.50008,                 1.2002,              0.0004951,              0.0004951,              0.0004951
                    104,                 0.9053,                0.53488,                 1.0987,                0.96165,                0.96984,                0.98152,                0.66973,                 1.1459,                0.48104,                 1.1996,             0.00049015,             0.00049015,             0.00049015
                    105,                0.89391,                0.51116,                 1.0768,                0.97256,                0.93923,                0.97261,                0.67054,                 1.1725,                0.47657,                  1.235,              0.0004852,              0.0004852,              0.0004852
                    106,                0.89249,                0.51647,                 1.0853,                0.97895,                0.93923,                0.98248,                0.68117,                 1.1364,                0.49147,                 1.2191,             0.00048025,             0.00048025,             0.00048025
                    107,                0.87047,                0.49944,                  1.072,                0.95539,                 0.9558,                0.98017,                0.69041,                 1.1515,                 0.4829,                 1.2194,              0.0004753,              0.0004753,              0.0004753
                    108,                0.88411,                0.52348,                 1.0814,                0.95129,                0.97103,                 0.9807,                0.67724,                 1.1736,                0.48969,                 1.2316,             0.00047035,             0.00047035,             0.00047035
                    109,                0.87537,                 0.5203,                 1.0778,                0.96766,                0.94475,                0.98298,                0.66679,                 1.1886,                0.50031,                 1.2616,              0.0004654,              0.0004654,              0.0004654
                    110,                0.87267,                0.52101,                  1.073,                0.92794,                0.94475,                0.96615,                0.65239,                 1.2473,                0.51097,                 1.3015,             0.00046045,             0.00046045,             0.00046045
                    111,                0.88416,                0.51236,                  1.068,                0.98281,                0.94779,                0.97784,                0.67061,                  1.209,                0.49834,                 1.2636,              0.0004555,              0.0004555,              0.0004555
                    112,                0.87697,                0.51413,                 1.0774,                0.98968,                0.96133,                0.98874,                0.68094,                 1.1724,                0.47127,                 1.2227,             0.00045055,             0.00045055,             0.00045055
                    113,                0.86886,                 0.5066,                  1.081,                0.96688,                0.96776,                0.98587,                0.67802,                 1.1715,                0.45456,                 1.2165,              0.0004456,              0.0004456,              0.0004456
                    114,                0.89006,                0.52769,                 1.0836,                0.96399,                0.96685,                0.98258,                 0.6765,                  1.182,                0.46358,                 1.2329,             0.00044065,             0.00044065,             0.00044065
                    115,                0.83768,                0.50313,                 1.0597,                0.97169,                0.98343,                0.98621,                0.67097,                 1.1442,                0.49099,                 1.2043,              0.0004357,              0.0004357,              0.0004357
                    116,                  0.852,                0.49502,                 1.0642,                0.96137,                0.97238,                0.98248,                0.68738,                   1.15,                0.48278,                 1.2206,             0.00043075,             0.00043075,             0.00043075
                    117,                0.85427,                0.48856,                  1.059,                0.95672,                0.97707,                0.97998,                0.67255,                 1.1695,                0.48605,                 1.2162,              0.0004258,              0.0004258,              0.0004258
                    118,                0.85579,                0.50225,                 1.0699,                0.97568,                 0.9558,                 0.9802,                0.67504,                 1.1727,                0.48604,                 1.2282,             0.00042085,             0.00042085,             0.00042085
                    119,                0.87309,                0.51177,                 1.0711,                0.98067,                0.97238,                 0.9796,                0.68579,                 1.1569,                0.46735,                 1.2087,              0.0004159,              0.0004159,              0.0004159
                    120,                0.84347,                0.48105,                 1.0593,                0.98301,                0.95926,                0.97713,                0.68044,                 1.1268,                0.46267,                 1.1912,             0.00041095,             0.00041095,             0.00041095
                    121,                 0.8379,                0.47967,                 1.0497,                0.99767,                0.94475,                0.97855,                0.66853,                 1.1393,                0.47142,                 1.1868,               0.000406,               0.000406,               0.000406
                    122,                 0.8292,                0.48239,                 1.0613,                0.96166,                0.97008,                0.98683,                0.67589,                  1.145,                0.45765,                  1.196,             0.00040105,             0.00040105,             0.00040105
                    123,                0.84522,                0.47923,                 1.0566,                0.97192,                 0.9779,                0.99275,                0.68166,                 1.1575,                0.45716,                  1.226,              0.0003961,              0.0003961,              0.0003961
                    124,                0.84345,                0.50562,                 1.0638,                 0.9867,                0.95028,                0.98732,                  0.665,                  1.184,                0.45967,                 1.2234,             0.00039115,             0.00039115,             0.00039115
                    125,                0.83102,                0.47535,                 1.0449,                0.98127,                0.97238,                 0.9923,                0.69555,                 1.1657,                0.45867,                 1.1934,              0.0003862,              0.0003862,              0.0003862
                    126,                0.84355,                0.49681,                 1.0655,                0.98319,                 0.9779,                0.99052,                0.69113,                 1.1636,                0.45886,                 1.1926,             0.00038125,             0.00038125,             0.00038125
                    127,                0.84859,                0.50733,                 1.0696,                0.99437,                0.97544,                 0.9905,                0.69844,                 1.1726,                0.44862,                 1.2069,              0.0003763,              0.0003763,              0.0003763
                    128,                0.84838,                0.48878,                 1.0747,                0.98881,                0.97678,                0.99052,                0.69621,                 1.1925,                 0.4498,                 1.2219,             0.00037135,             0.00037135,             0.00037135
                    129,                0.84993,                 0.4793,                 1.0662,                0.97775,                0.97103,                0.98535,                0.69623,                 1.1478,                0.46526,                 1.1963,              0.0003664,              0.0003664,              0.0003664
                    130,                0.80412,                 0.4725,                 1.0381,                0.99074,                0.96133,                0.98338,                0.69036,                 1.1478,                0.45218,                 1.2001,             0.00036145,             0.00036145,             0.00036145
                    131,                0.82178,                0.47454,                  1.049,                0.98314,                0.96663,                0.97745,                0.68223,                 1.1739,                0.45178,                 1.2176,              0.0003565,              0.0003565,              0.0003565
                    132,                 0.7849,                0.46793,                 1.0418,                0.98293,                0.95416,                0.98492,                0.69594,                 1.1281,                0.45268,                 1.1794,             0.00035155,             0.00035155,             0.00035155
                    133,                 0.8122,                 0.4699,                 1.0544,                0.97783,                0.97475,                0.99298,                0.71288,                 1.1059,                0.44114,                  1.185,              0.0003466,              0.0003466,              0.0003466
                    134,                0.80557,                0.46195,                  1.051,                0.97929,                0.95028,                0.99132,                0.69807,                 1.1352,                0.45172,                 1.1853,             0.00034165,             0.00034165,             0.00034165
                    135,                0.81237,                0.47165,                 1.0508,                0.97681,                0.97238,                0.99044,                0.70038,                 1.1313,                0.46074,                 1.1933,              0.0003367,              0.0003367,              0.0003367
                    136,                0.82322,                0.47214,                 1.0595,                 0.9768,                 0.9779,                0.99158,                0.68983,                  1.145,                0.44613,                 1.1988,             0.00033175,             0.00033175,             0.00033175
                    137,                0.80448,                0.44958,                  1.055,                0.98322,                0.97133,                0.98745,                0.70637,                  1.138,                0.45061,                 1.1909,              0.0003268,              0.0003268,              0.0003268
                    138,                0.83846,                0.46192,                  1.052,                0.98773,                0.96685,                0.98833,                 0.7045,                 1.1198,                0.43919,                 1.1868,             0.00032185,             0.00032185,             0.00032185
                    139,                0.81956,                0.46274,                 1.0405,                0.99233,                0.96685,                0.99251,                0.70466,                 1.1257,                0.44769,                 1.1868,              0.0003169,              0.0003169,              0.0003169
                    140,                0.78677,                0.45462,                 1.0326,                0.99425,                0.95578,                0.99226,                 0.6948,                 1.1357,                0.44861,                 1.2025,             0.00031195,             0.00031195,             0.00031195
                    141,                0.77687,                0.45119,                 1.0292,                0.97777,                0.97201,                0.98776,                0.71183,                 1.1236,                0.43338,                 1.1997,               0.000307,               0.000307,               0.000307
                    142,                0.80334,                0.45305,                 1.0338,                0.97201,                0.97238,                0.98853,                0.71455,                 1.1321,                0.44244,                    1.2,             0.00030205,             0.00030205,             0.00030205
                    143,                0.80963,                0.46395,                 1.0505,                0.98333,                0.97776,                0.98843,                0.71435,                 1.1232,                0.44595,                 1.1755,              0.0002971,              0.0002971,              0.0002971
                    144,                0.80342,                0.45836,                 1.0416,                0.98868,                0.96532,                0.99113,                0.71358,                 1.0944,                0.43289,                 1.1735,             0.00029215,             0.00029215,             0.00029215
                    145,                0.79047,                0.45282,                 1.0344,                0.98857,                 0.9557,                 0.9871,                0.70552,                 1.1235,                0.43506,                 1.2007,              0.0002872,              0.0002872,              0.0002872
                    146,                0.78709,                0.45838,                 1.0311,                0.99964,                0.96133,                0.98842,                0.69657,                  1.132,                0.43644,                 1.1967,             0.00028225,             0.00028225,             0.00028225
                    147,                0.80196,                0.44985,                 1.0476,                0.98265,                0.93859,                0.98603,                0.69648,                 1.1426,                 0.4459,                  1.196,              0.0002773,              0.0002773,              0.0002773
                    148,                0.78442,                0.43749,                 1.0365,                0.96896,                 0.9558,                0.98806,                0.69625,                 1.1467,                 0.4474,                 1.1933,             0.00027235,             0.00027235,             0.00027235
                    149,                0.79106,                0.44687,                 1.0285,                0.96205,                0.98049,                0.99036,                0.70364,                  1.136,                0.45388,                  1.192,              0.0002674,              0.0002674,              0.0002674
                    150,                0.80432,                0.45796,                 1.0373,                0.95353,                0.98343,                0.98904,                0.70364,                 1.1321,                0.44176,                 1.1819,             0.00026245,             0.00026245,             0.00026245
                    151,                0.76045,                0.44036,                 1.0239,                0.95133,                0.97194,                0.98676,                0.70551,                 1.1303,                0.45229,                 1.1934,              0.0002575,              0.0002575,              0.0002575
                    152,                0.77845,                0.44193,                 1.0342,                 0.9598,                 0.9779,                0.98729,                0.70242,                 1.1288,                0.44275,                 1.1894,             0.00025255,             0.00025255,             0.00025255
                    153,                0.78018,                0.44536,                 1.0344,                0.98709,                0.94475,                0.98723,                0.70901,                 1.1268,                0.44098,                 1.1961,              0.0002476,              0.0002476,              0.0002476
                    154,                0.75461,                 0.4351,                 1.0225,                0.99172,                0.94475,                 0.9876,                0.69997,                 1.1274,                0.44044,                 1.1996,             0.00024265,             0.00024265,             0.00024265
