                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.9355,                 2.5015,                 1.5157,                  0.625,                0.28736,                0.44329,                0.24658,                 2.0733,                  4.087,                 1.6462,               0.067786,              0.0003254,              0.0003254
                      2,                 1.5653,                 1.2448,                 1.2066,                0.82664,                0.81609,                0.88775,                0.47929,                 1.5326,                 1.3245,                 1.1721,               0.034782,             0.00065547,             0.00065547
                      3,                 1.5142,                 1.1368,                 1.2035,                0.91962,                0.92053,                0.94725,                0.58645,                 1.3359,                0.96455,                 1.0945,              0.0017759,             0.00098224,             0.00098224
                      4,                 1.4166,                 1.0045,                 1.1415,                0.97524,                0.90537,                0.95311,                0.58104,                 1.4397,                0.84299,                 1.1723,             0.00098515,             0.00098515,             0.00098515
                      5,                 1.4122,                0.95112,                 1.1363,                0.94568,                0.95402,                 0.9682,                0.59363,                 1.3162,                0.78888,                 1.0975,              0.0009802,              0.0009802,              0.0009802
                      6,                 1.3441,                0.89974,                   1.12,                0.96275,                0.89134,                 0.9499,                0.58806,                 1.3338,                0.91773,                 1.0774,             0.00097525,             0.00097525,             0.00097525
                      7,                 1.3342,                0.88819,                 1.1038,                0.95306,                0.93351,                0.96587,                0.61359,                 1.3375,                0.79207,                 1.0779,              0.0009703,              0.0009703,              0.0009703
                      8,                 1.2952,                0.83894,                 1.0926,                 0.9411,                0.93103,                0.96271,                0.61569,                 1.2813,                 1.0134,                 1.0549,             0.00096535,             0.00096535,             0.00096535
                      9,                  1.293,                0.82232,                 1.0971,                0.96433,                0.90805,                0.97036,                 0.6221,                  1.274,                0.71131,                 1.0704,              0.0009604,              0.0009604,              0.0009604
                     10,                 1.2737,                0.79463,                 1.0792,                0.97493,                0.94253,                0.97138,                0.62101,                   1.29,                0.69459,                 1.0588,             0.00095545,             0.00095545,             0.00095545
                     11,                 1.2704,                0.77065,                 1.0841,                0.97762,                0.94253,                0.97294,                0.62503,                 1.2865,                0.68088,                 1.0703,              0.0009505,              0.0009505,              0.0009505
                     12,                 1.2845,                0.77623,                  1.076,                0.96797,                0.94253,                0.97169,                0.61782,                 1.2937,                0.64612,                 1.0684,             0.00094555,             0.00094555,             0.00094555
                     13,                  1.243,                0.76494,                 1.0686,                0.96411,                0.96552,                0.97318,                0.62466,                 1.2999,                0.64952,                  1.095,              0.0009406,              0.0009406,              0.0009406
                     14,                 1.2717,                0.75546,                 1.0922,                0.96548,                0.96433,                0.97358,                0.64702,                 1.2222,                0.63242,                  1.064,             0.00093565,             0.00093565,             0.00093565
                     15,                 1.2349,                0.71675,                 1.0705,                0.97627,                0.94253,                0.98184,                0.66786,                 1.1668,                0.58751,                 1.0351,              0.0009307,              0.0009307,              0.0009307
                     16,                 1.2335,                0.72078,                 1.0634,                0.98205,                0.94253,                0.98073,                0.62651,                 1.2471,                0.62857,                 1.0717,             0.00092575,             0.00092575,             0.00092575
                     17,                 1.2167,                 0.7147,                 1.0588,                0.97668,                0.96276,                0.98433,                0.65704,                 1.2089,                0.59759,                 1.0544,              0.0009208,              0.0009208,              0.0009208
                     18,                 1.2048,                0.70544,                 1.0506,                0.98671,                0.94253,                0.98018,                0.64741,                 1.2717,                0.60792,                 1.0617,             0.00091585,             0.00091585,             0.00091585
