                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                  1.176,                0.65883,                 1.0428,                0.96503,                0.95164,                0.98164,                 0.6574,                 1.2367,                0.56935,                 1.0402,             0.00088615,             0.00088615,             0.00088615
                     25,                 1.1456,                0.65613,                 1.0342,                      1,                0.93924,                0.97149,                0.63548,                 1.2765,                0.62022,                 1.0592,              0.0008812,              0.0008812,              0.0008812
                     26,                 1.1556,                0.64782,                 1.0405,                0.99399,                0.88506,                0.96164,                0.62873,                 1.2431,                0.59717,                 1.0631,             0.00087625,             0.00087625,             0.00087625
                     27,                 1.1346,                0.63723,                 1.0312,                 0.9877,                0.93103,                0.96329,                0.64781,                 1.2083,                0.57788,                 1.0407,              0.0008713,              0.0008713,              0.0008713
                     28,                 1.1004,                0.62268,                 1.0246,                0.97368,                0.93103,                0.96697,                0.66612,                 1.1605,                0.56047,                 1.0132,             0.00086635,             0.00086635,             0.00086635
                     29,                 1.1357,                0.62445,                 1.0192,                0.97336,                0.95402,                0.97204,                0.66666,                 1.1492,                0.54124,                  1.016,              0.0008614,              0.0008614,              0.0008614
                     30,                 1.1027,                0.61841,                 1.0183,                0.96716,                0.94253,                 0.9746,                0.66592,                 1.1636,                0.56837,                 1.0271,             0.00085645,             0.00085645,             0.00085645
                     31,                  1.114,                0.60779,                 1.0055,                 0.9855,                0.94253,                0.98215,                0.67712,                 1.1718,                0.54816,                 1.0228,              0.0008515,              0.0008515,              0.0008515
                     32,                 1.1309,                0.62537,                 1.0334,                0.97509,                0.97701,                0.98477,                0.64859,                 1.1919,                0.57467,                 1.0498,             0.00084655,             0.00084655,             0.00084655
                     33,                 1.1167,                0.61693,                 1.0169,                0.98609,                0.95402,                0.98561,                0.64459,                 1.3005,                0.55227,                 1.0662,              0.0008416,              0.0008416,              0.0008416
                     34,                 1.1062,                0.61142,                 1.0118,                0.98733,                0.94253,                0.97609,                0.64004,                 1.2779,                0.56797,                 1.0999,             0.00083665,             0.00083665,             0.00083665
                     35,                 1.1145,                0.62005,                 1.0303,                0.98821,                0.96339,                0.98295,                0.66304,                 1.1749,                0.52557,                 1.0289,              0.0008317,              0.0008317,              0.0008317
                     36,                 1.1271,                0.61715,                 1.0306,                0.97591,                 0.9313,                0.98101,                0.66333,                 1.1744,                0.53654,                 1.0425,             0.00082675,             0.00082675,             0.00082675
                     37,                  1.108,                0.59808,                 1.0184,                0.98794,                0.94186,                0.98265,                0.66192,                 1.2244,                0.53038,                 1.0635,              0.0008218,              0.0008218,              0.0008218
                     38,                 1.1069,                0.60919,                  1.027,                0.98807,                0.95225,                0.98423,                0.68061,                 1.1507,                 0.5289,                 1.0131,             0.00081685,             0.00081685,             0.00081685
                     39,                 1.0707,                 0.5875,                 1.0122,                      1,                0.93767,                0.98368,                0.66674,                  1.171,                0.52207,                 1.0208,              0.0008119,              0.0008119,              0.0008119
                     40,                 1.0942,                0.59484,                0.99952,                0.98631,                0.96552,                0.98677,                0.66436,                 1.2316,                0.52756,                 1.0326,             0.00080695,             0.00080695,             0.00080695
                     41,                 1.0909,                0.60379,                 1.0198,                 0.9768,                 0.9681,                0.98714,                0.66659,                 1.1772,                0.52084,                   1.04,               0.000802,               0.000802,               0.000802
                     42,                 1.0662,                0.58059,                 1.0071,                0.96545,                0.96357,                0.97135,                0.66752,                 1.1686,                0.52314,                 1.0129,             0.00079705,             0.00079705,             0.00079705
                     43,                  1.089,                0.58982,                 1.0036,                      1,                0.95306,                0.98312,                0.65169,                 1.1778,                0.52704,                 1.0252,              0.0007921,              0.0007921,              0.0007921
                     44,                 1.0694,                0.56934,                 1.0067,                0.98802,                0.94253,                0.97989,                0.67318,                 1.1585,                 0.5203,                 1.0167,             0.00078715,             0.00078715,             0.00078715
                     45,                 1.0578,                 0.5757,                0.99674,                0.97388,                0.96552,                0.98383,                0.68121,                 1.1782,                0.50849,                 1.0353,              0.0007822,              0.0007822,              0.0007822
                     46,                 1.0891,                0.58347,                 1.0043,                0.99982,                0.93103,                0.97869,                0.64055,                 1.2389,                0.55018,                 1.0679,             0.00077725,             0.00077725,             0.00077725
                     47,                 1.0536,                 0.5629,                0.99215,                0.97636,                0.94929,                0.97567,                0.65608,                 1.1951,                0.54154,                 1.0429,              0.0007723,              0.0007723,              0.0007723
                     48,                 1.0739,                0.55878,                 1.0069,                0.97495,                0.97701,                0.98482,                0.69031,                 1.1591,                0.51579,                 1.0149,             0.00076735,             0.00076735,             0.00076735
                     49,                 1.0454,                0.55965,                 1.0015,                0.98692,                0.95402,                 0.9872,                0.69523,                  1.145,                 0.5074,                 1.0127,              0.0007624,              0.0007624,              0.0007624
                     50,                 1.0435,                0.57112,                 1.0011,                0.96489,                0.96552,                0.98323,                0.67716,                 1.1603,                0.53864,                 1.0077,             0.00075745,             0.00075745,             0.00075745
                     51,                 1.0716,                0.57549,                 1.0002,                0.96367,                0.95402,                0.98123,                0.65575,                 1.2157,                0.53141,                 1.0279,              0.0007525,              0.0007525,              0.0007525
                     52,                 1.0395,                0.55791,                0.99101,                0.96419,                0.96552,                 0.9762,                0.66597,                 1.1878,                0.52259,                 1.0469,             0.00074755,             0.00074755,             0.00074755
                     53,                 1.0572,                0.56412,                 1.0063,                0.97498,                0.96552,                0.98616,                0.67779,                 1.2077,                0.52105,                 1.0358,              0.0007426,              0.0007426,              0.0007426
                     54,                 1.0257,                0.54803,                 0.9878,                0.96551,                0.96522,                0.97885,                0.67805,                 1.1299,                0.50651,                 1.0146,             0.00073765,             0.00073765,             0.00073765
                     55,                 1.0264,                0.54377,                 0.9944,                0.95213,                0.95402,                 0.9762,                 0.6865,                 1.1123,                0.47942,                 1.0157,              0.0007327,              0.0007327,              0.0007327
                     56,                 1.0479,                  0.559,                 1.0003,                0.97721,                0.98594,                 0.9864,                0.67612,                 1.1677,                0.48747,                 1.0123,             0.00072775,             0.00072775,             0.00072775
                     57,                 1.0262,                0.54954,                0.99091,                0.96474,                0.94253,                0.98332,                0.69752,                 1.1717,                0.52242,                 1.0194,              0.0007228,              0.0007228,              0.0007228
                     58,                 1.0398,                 0.5552,                0.99197,                0.96586,                0.97559,                0.97546,                0.68233,                 1.0904,                0.50913,                 0.9868,             0.00071785,             0.00071785,             0.00071785
                     59,                 1.0058,                0.54707,                0.98834,                0.98736,                0.95402,                0.97909,                0.70364,                 1.0902,                0.49043,                0.99529,              0.0007129,              0.0007129,              0.0007129
                     60,                 1.0081,                 0.5412,                0.98342,                0.98794,                0.94194,                0.97696,                0.69193,                 1.1157,                0.49936,                  1.005,             0.00070795,             0.00070795,             0.00070795
                     61,                0.98271,                0.53396,                 0.9866,                0.98786,                0.93534,                 0.9755,                0.68016,                 1.1152,                 0.4964,                0.99715,               0.000703,               0.000703,               0.000703
                     62,                 1.0204,                0.54525,                0.98984,                0.98378,                0.95402,                0.98069,                0.69377,                 1.1321,                0.51341,                 1.0105,             0.00069805,             0.00069805,             0.00069805
                     63,                 0.9912,                0.52719,                0.98561,                0.97462,                0.96552,                0.98703,                0.69438,                 1.1453,                0.50915,                 1.0321,              0.0006931,              0.0006931,              0.0006931
                     64,                 1.0157,                0.54979,                0.98124,                0.97663,                0.96075,                0.98244,                0.69341,                 1.1484,                0.50174,                 1.0282,             0.00068815,             0.00068815,             0.00068815
                     65,                0.99145,                0.53895,                0.97631,                0.97673,                0.96472,                0.98806,                0.72075,                 1.0978,                0.48188,                  0.996,              0.0006832,              0.0006832,              0.0006832
                     66,                0.98592,                0.52215,                0.97649,                0.98618,                0.97701,                0.98542,                0.72041,                 1.0978,                0.50304,                 0.9909,             0.00067825,             0.00067825,             0.00067825
                     67,                0.97512,                0.52172,                0.97076,                0.97379,                0.97701,                0.98861,                0.70002,                 1.1067,                0.46835,                0.98192,              0.0006733,              0.0006733,              0.0006733
                     68,                0.98917,                 0.5272,                0.97537,                0.98162,                0.97701,                0.97977,                0.69008,                 1.1046,                0.46445,                 0.9956,             0.00066835,             0.00066835,             0.00066835
                     69,                0.98251,                0.50841,                0.97065,                0.97695,                0.97417,                0.98028,                0.70839,                  1.085,                0.49509,                0.98183,              0.0006634,              0.0006634,              0.0006634
                     70,                0.97663,                0.50917,                 0.9669,                0.97511,                0.95402,                 0.9834,                 0.6845,                 1.1227,                0.48877,                0.99638,             0.00065845,             0.00065845,             0.00065845
                     71,                0.97066,                0.51477,                0.97071,                0.96537,                0.96122,                0.98042,                0.67698,                  1.099,                0.49528,                0.99829,              0.0006535,              0.0006535,              0.0006535
                     72,                 1.0258,                0.53679,                0.99776,                0.99383,                0.94253,                0.98351,                0.69094,                 1.1611,                0.48805,                 1.0218,             0.00064855,             0.00064855,             0.00064855
                     73,                 1.0223,                0.53599,                0.99098,                0.98186,                0.96552,                0.98751,                0.70373,                 1.0725,                  0.447,                0.98654,              0.0006436,              0.0006436,              0.0006436
                     74,                0.96457,                0.51002,                0.96796,                0.97672,                0.96432,                0.98124,                0.71058,                 1.0886,                0.46505,                0.98975,             0.00063865,             0.00063865,             0.00063865
                     75,                0.98107,                0.51698,                0.98212,                0.98814,                0.96552,                0.98682,                0.70295,                 1.1028,                0.45467,                0.98794,              0.0006337,              0.0006337,              0.0006337
                     76,                0.96222,                0.50308,                0.96278,                      1,                0.93938,                0.98118,                0.70224,                 1.1614,                 0.4725,                 1.0076,             0.00062875,             0.00062875,             0.00062875
                     77,                0.94871,                0.50707,                0.97001,                 0.9856,                0.96552,                0.98509,                0.71208,                 1.1255,                0.47758,                0.99464,              0.0006238,              0.0006238,              0.0006238
                     78,                0.97097,                0.49732,                0.96657,                 0.9883,                0.97078,                0.98567,                0.68879,                 1.1399,                0.47985,                0.99187,             0.00061885,             0.00061885,             0.00061885
                     79,                0.93557,                0.48833,                0.96264,                0.98822,                0.96423,                0.98852,                0.69847,                  1.116,                0.46007,                0.98124,              0.0006139,              0.0006139,              0.0006139
                     80,                0.96375,                0.49951,                0.96864,                 0.9659,                0.97672,                0.98519,                0.70868,                 1.0822,                0.46561,                0.97422,             0.00060895,             0.00060895,             0.00060895
                     81,                0.99087,                0.51745,                0.98355,                0.95496,                0.98851,                0.98783,                0.69461,                 1.1478,                0.46982,                 1.0039,               0.000604,               0.000604,               0.000604
                     82,                0.95989,                 0.5137,                0.96724,                0.93305,                0.96552,                0.97987,                0.69148,                 1.1537,                0.46978,                  1.017,             0.00059905,             0.00059905,             0.00059905
                     83,                0.98769,                0.51453,                0.97816,                0.98709,                0.96552,                 0.9846,                0.68319,                 1.1094,                0.46415,                 1.0005,              0.0005941,              0.0005941,              0.0005941
                     84,                0.93257,                 0.4998,                0.95493,                0.99424,                0.95402,                0.98694,                0.69164,                 1.1272,                0.45291,                0.99886,             0.00058915,             0.00058915,             0.00058915
                     85,                0.94733,                0.48493,                0.95284,                0.99875,                0.96552,                0.98975,                0.73202,                 1.0743,                0.43016,                0.97292,              0.0005842,              0.0005842,              0.0005842
                     86,                0.94842,                 0.5094,                 0.9664,                0.98834,                0.97463,                0.98874,                0.71732,                 1.0666,                0.43394,                0.97541,             0.00057925,             0.00057925,             0.00057925
                     87,                0.94151,                0.49371,                0.96252,                      1,                0.95349,                0.98885,                0.71281,                 1.0944,                0.44396,                0.99949,              0.0005743,              0.0005743,              0.0005743
                     88,                0.95679,                0.49725,                0.96762,                0.97669,                0.96311,                0.98695,                0.71111,                 1.0761,                0.47213,                0.98374,             0.00056935,             0.00056935,             0.00056935
                     89,                0.95401,                0.48652,                0.97076,                0.98793,                0.94052,                 0.9809,                0.69322,                 1.0954,                0.48734,                0.99169,              0.0005644,              0.0005644,              0.0005644
                     90,                0.95269,                0.49736,                0.97096,                0.97613,                0.93998,                0.98823,                0.70401,                 1.1277,                0.45823,                 1.0212,             0.00055945,             0.00055945,             0.00055945
                     91,                0.95951,                0.49132,                0.97369,                0.99719,                0.94253,                0.98908,                0.71436,                 1.0892,                0.47121,                0.99119,              0.0005545,              0.0005545,              0.0005545
                     92,                0.93074,                0.49338,                0.96076,                0.96577,                 0.9728,                0.98921,                0.71561,                 1.0872,                0.45771,                0.99438,             0.00054955,             0.00054955,             0.00054955
                     93,                0.93428,                0.47157,                0.95495,                0.96299,                0.97701,                 0.9848,                0.69528,                 1.0717,                0.45288,                   0.98,              0.0005446,              0.0005446,              0.0005446
                     94,                0.94463,                0.48922,                 0.9666,                 0.9621,                0.96552,                0.98655,                0.70255,                 1.1277,                 0.4582,                 1.0121,             0.00053965,             0.00053965,             0.00053965
                     95,                0.94998,                0.48247,                 0.9569,                0.99607,                0.94253,                0.98561,                0.70165,                  1.068,                0.45157,                0.98798,              0.0005347,              0.0005347,              0.0005347
                     96,                0.94986,                0.48427,                  0.961,                0.94263,                0.98851,                0.98791,                0.69687,                 1.0852,                0.43762,                0.99752,             0.00052975,             0.00052975,             0.00052975
                     97,                0.91793,                0.47218,                0.94781,                0.95336,                0.98851,                0.98675,                0.70068,                 1.0542,                0.44524,                0.97999,              0.0005248,              0.0005248,              0.0005248
                     98,                0.93334,                0.47358,                0.96439,                 0.9655,                0.98851,                0.98528,                0.71904,                 1.0605,                0.42489,                0.96699,             0.00051985,             0.00051985,             0.00051985
                     99,                 0.9239,                0.47384,                0.95293,                0.98804,                0.94977,                0.98746,                 0.6966,                 1.1503,                0.46143,                0.99975,              0.0005149,              0.0005149,              0.0005149
                    100,                 0.9382,                0.47143,                0.95589,                  0.954,                0.96552,                0.98431,                 0.6963,                 1.0848,                0.44503,                0.97426,             0.00050995,             0.00050995,             0.00050995
                    101,                0.91954,                0.46973,                0.94986,                 0.9657,                0.98851,                0.98732,                0.70546,                 1.0896,                0.45192,                0.99245,               0.000505,               0.000505,               0.000505
                    102,                0.92685,                0.47423,                0.96133,                0.96624,                0.98683,                0.98995,                0.73204,                 1.0634,                0.43432,                0.98479,             0.00050005,             0.00050005,             0.00050005
                    103,                0.91623,                0.47765,                0.95399,                      1,                0.94901,                0.99061,                0.72264,                 1.0777,                0.43338,                0.98985,              0.0004951,              0.0004951,              0.0004951
                    104,                0.95296,                0.48449,                 0.9728,                0.96398,                0.97701,                0.98702,                0.70083,                  1.094,                0.44569,                0.99318,             0.00049015,             0.00049015,             0.00049015
                    105,                0.91612,                0.46946,                0.94594,                0.96588,                0.97606,                0.98686,                0.70914,                 1.0967,                0.44025,                0.99763,              0.0004852,              0.0004852,              0.0004852
                    106,                0.89891,                0.47236,                0.94298,                0.96579,                0.94253,                0.97465,                0.69511,                 1.1017,                0.45661,                0.99241,             0.00048025,             0.00048025,             0.00048025
                    107,                0.93516,                0.49414,                0.95704,                0.98517,                0.94253,                0.98274,                0.69839,                 1.0836,                0.46067,                0.96833,              0.0004753,              0.0004753,              0.0004753
                    108,                 0.8888,                0.46708,                0.93962,                0.95529,                0.98249,                   0.99,                0.72582,                 1.0789,                0.43938,                0.97269,             0.00047035,             0.00047035,             0.00047035
                    109,                0.92642,                0.48343,                0.95564,                0.99314,                0.94253,                0.98998,                0.71866,                 1.1412,                0.44344,                0.99151,              0.0004654,              0.0004654,              0.0004654
                    110,                 0.8886,                0.46694,                0.95402,                0.96472,                0.96552,                0.98475,                 0.7026,                 1.1385,                0.46003,                0.98867,             0.00046045,             0.00046045,             0.00046045
                    111,                0.91532,                0.45655,                0.95458,                0.97405,                0.95402,                0.98694,                0.70054,                 1.1047,                0.45513,                0.98842,              0.0004555,              0.0004555,              0.0004555
                    112,                0.90653,                0.46083,                0.94774,                0.98803,                0.94877,                0.98664,                0.70796,                  1.118,                0.44965,                0.99098,             0.00045055,             0.00045055,             0.00045055
                    113,                 0.8843,                0.45507,                0.94727,                0.96549,                0.96477,                0.98841,                0.69904,                 1.1304,                0.45132,                0.99027,              0.0004456,              0.0004456,              0.0004456
                    114,                0.89353,                0.46023,                0.94789,                0.96551,                0.96534,                0.98652,                0.70174,                 1.0975,                0.42994,                0.98564,             0.00044065,             0.00044065,             0.00044065
                    115,                0.87912,                0.46115,                0.94231,                0.96392,                0.96552,                0.98641,                0.70233,                 1.0727,                0.42335,                0.98314,              0.0004357,              0.0004357,              0.0004357
                    116,                0.89319,                0.45268,                0.94885,                0.98725,                0.98851,                0.99057,                0.72683,                 1.0896,                0.43057,                0.98891,             0.00043075,             0.00043075,             0.00043075
                    117,                0.90963,                0.46329,                0.95068,                0.98847,                0.98562,                0.98811,                 0.7095,                 1.1012,                0.43281,                0.99662,              0.0004258,              0.0004258,              0.0004258
                    118,                0.89034,                0.45484,                0.94347,                0.97629,                0.97701,                0.98537,                0.67539,                 1.0997,                0.44799,                 1.0031,             0.00042085,             0.00042085,             0.00042085
                    119,                0.87953,                0.44678,                0.93874,                0.96579,                0.97347,                0.98712,                0.69955,                 1.0974,                0.44823,                0.99377,              0.0004159,              0.0004159,              0.0004159
                    120,                0.88046,                0.44977,                0.93883,                0.97674,                 0.9654,                0.98969,                0.72085,                  1.078,                 0.4247,                 0.9817,             0.00041095,             0.00041095,             0.00041095
                    121,                0.88481,                 0.4523,                0.94856,                0.97674,                0.96548,                0.98858,                0.71832,                 1.0804,                0.42948,                0.99372,               0.000406,               0.000406,               0.000406
                    122,                0.86469,                0.43965,                0.93596,                0.97359,                0.97701,                0.98381,                0.70155,                 1.1062,                0.43791,                 1.0037,             0.00040105,             0.00040105,             0.00040105
                    123,                0.87257,                0.45044,                0.94028,                0.98823,                0.96475,                 0.9895,                0.70107,                  1.131,                0.43836,                0.99804,              0.0003961,              0.0003961,              0.0003961
                    124,                0.87376,                0.44579,                0.93576,                0.99843,                0.95402,                0.98927,                0.70654,                 1.1018,                0.42783,                0.99901,             0.00039115,             0.00039115,             0.00039115
                    125,                0.85031,                0.43638,                0.92824,                0.98823,                0.96482,                0.98706,                0.70044,                   1.13,                0.44653,                 1.0163,              0.0003862,              0.0003862,              0.0003862
                    126,                0.86736,                 0.4403,                0.93867,                0.99484,                0.91954,                0.98367,                0.68832,                 1.1395,                0.45016,                 1.0122,             0.00038125,             0.00038125,             0.00038125
                    127,                0.86911,                0.44069,                0.94083,                0.98577,                0.94253,                0.98516,                0.69492,                 1.0938,                0.43133,                0.98566,              0.0003763,              0.0003763,              0.0003763
                    128,                0.86563,                0.44202,                0.94451,                0.97687,                0.97079,                0.98679,                0.69556,                 1.1269,                0.44006,                0.99253,             0.00037135,             0.00037135,             0.00037135
                    129,                0.83007,                0.43373,                0.92653,                0.97438,                0.97701,                0.98985,                0.71768,                    1.1,                0.42904,                0.98296,              0.0003664,              0.0003664,              0.0003664
                    130,                0.85384,                0.42854,                0.92234,                 0.9749,                0.97701,                 0.9898,                0.71915,                 1.0767,                0.42462,                0.97797,             0.00036145,             0.00036145,             0.00036145
                    131,                0.87106,                 0.4442,                0.93366,                0.98835,                 0.9753,                0.99078,                0.72161,                 1.0766,                0.41352,                0.98575,              0.0003565,              0.0003565,              0.0003565
                    132,                0.86813,                0.43508,                0.93798,                0.98808,                0.95269,                0.98011,                0.70436,                 1.0824,                0.41763,                0.99641,             0.00035155,             0.00035155,             0.00035155
                    133,                0.84696,                0.43504,                0.92452,                0.97672,                0.96465,                0.98047,                0.69761,                 1.1151,                0.43334,                  1.006,              0.0003466,              0.0003466,              0.0003466
                    134,                0.85617,                0.42411,                0.93172,                0.96275,                0.97701,                0.98882,                0.70645,                 1.1215,                0.42245,                0.99861,             0.00034165,             0.00034165,             0.00034165
                    135,                0.85124,                0.42849,                0.93451,                0.97695,                0.97428,                0.98762,                  0.688,                 1.1136,                0.44428,                 1.0043,              0.0003367,              0.0003367,              0.0003367
                    136,                 0.8479,                0.42867,                0.92755,                0.97672,                0.96445,                0.98857,                0.70462,                  1.132,                0.42472,                 1.0077,             0.00033175,             0.00033175,             0.00033175
                    137,                0.85994,                 0.4367,                0.93254,                0.97715,                0.98312,                 0.9898,                0.70067,                 1.1351,                0.42133,                 1.0076,              0.0003268,              0.0003268,              0.0003268
                    138,                0.84136,                0.42317,                0.92927,                0.97687,                0.97072,                0.98944,                0.69956,                  1.163,                0.43637,                 1.0153,             0.00032185,             0.00032185,             0.00032185
                    139,                0.84745,                0.43372,                0.92872,                0.98807,                0.95229,                0.98777,                0.69594,                 1.1508,                 0.4279,                 1.0064,              0.0003169,              0.0003169,              0.0003169
                    140,                0.83089,                0.42438,                0.92116,                0.97672,                0.96439,                0.98865,                0.71872,                 1.1092,                0.42723,                0.99148,             0.00031195,             0.00031195,             0.00031195
                    141,                0.84639,                0.42405,                  0.931,                0.96597,                0.97874,                0.99015,                0.71307,                 1.0897,                 0.4201,                0.98928,               0.000307,               0.000307,               0.000307
                    142,                 0.8214,                0.42187,                0.92451,                0.97536,                0.96552,                0.98897,                0.70065,                 1.1188,                0.42619,                0.99832,             0.00030205,             0.00030205,             0.00030205
                    143,                0.83253,                0.42013,                0.92359,                0.96057,                0.97701,                0.98895,                0.71454,                 1.1086,                0.42874,                0.99141,              0.0002971,              0.0002971,              0.0002971
                    144,                 0.8339,                0.42831,                0.91987,                0.97695,                0.97416,                0.98987,                0.70716,                 1.0967,                0.41744,                0.99137,             0.00029215,             0.00029215,             0.00029215
                    145,                0.84924,                0.43051,                0.92976,                0.97694,                0.97379,                0.98926,                0.71318,                 1.1064,                0.43618,                0.99185,              0.0002872,              0.0002872,              0.0002872
                    146,                0.80824,                0.41058,                0.91892,                0.97534,                0.97701,                0.98943,                0.71361,                 1.1155,                0.42379,                0.99818,             0.00028225,             0.00028225,             0.00028225
                    147,                0.83018,                0.41795,                0.92117,                0.97382,                0.97701,                0.99071,                0.71804,                  1.117,                0.42565,                 1.0001,              0.0002773,              0.0002773,              0.0002773
                    148,                0.82468,                0.42234,                0.92609,                0.96564,                0.96914,                0.98496,                0.71533,                 1.1204,                0.41931,                0.99749,             0.00027235,             0.00027235,             0.00027235
                    149,                0.82185,                0.41711,                0.92853,                0.97601,                0.95402,                0.98396,                0.71615,                 1.1244,                0.43318,                0.99731,              0.0002674,              0.0002674,              0.0002674
                    150,                0.81509,                0.41363,                0.92527,                0.97672,                0.96448,                0.98348,                0.70162,                   1.11,                0.44342,                0.99692,             0.00026245,             0.00026245,             0.00026245
                    151,                0.81533,                0.41521,                0.92313,                0.97673,                0.96485,                0.98387,                 0.7117,                 1.1133,                 0.4247,                0.98707,              0.0002575,              0.0002575,              0.0002575
                    152,                0.79533,                0.40624,                0.91712,                 0.9725,                0.98851,                0.99179,                0.72591,                 1.0804,                0.40929,                 0.9894,             0.00025255,             0.00025255,             0.00025255
                    153,                 0.8149,                0.40654,                0.92154,                0.98845,                0.98397,                0.99139,                0.71025,                 1.1228,                0.42301,                 1.0017,              0.0002476,              0.0002476,              0.0002476
                    154,                0.79772,                0.40341,                0.91668,                0.96586,                0.97559,                0.98442,                0.70549,                 1.0867,                0.41746,                0.99988,             0.00024265,             0.00024265,             0.00024265
                    155,                0.78511,                0.40485,                  0.919,                0.96583,                0.97463,                0.98418,                0.71932,                 1.0929,                0.41854,                0.98629,              0.0002377,              0.0002377,              0.0002377
                    156,                0.82469,                  0.417,                0.92255,                0.98808,                0.95269,                0.98747,                 0.7091,                 1.1253,                0.41749,                 1.0027,             0.00023275,             0.00023275,             0.00023275
                    157,                0.82229,                0.41927,                0.92324,                0.96589,                0.97647,                0.98927,                0.71332,                 1.0914,                0.41505,                0.97779,              0.0002278,              0.0002278,              0.0002278
